row_id,country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,employment_category_last_year,employment_type_last_year,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year
29,D,False,20.0,False,False,X,Son/Daughter,2.0,True,True,True,True,True,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,True,False,,,,,3,3.6666666666666665,False,False,False,0,True,True,True,True,1,True,False,False,False,False,False,False,False,False,False,0,0,0
30,C,False,54.0,False,True,P,Head,2.0,True,True,False,False,False,True,employed,salaried,,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,2,2.5,False,False,False,1,False,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1
31,J,False,24.0,True,True,X,Spouse,1.0,False,True,False,False,False,True,employed,self_employed,4.0,True,True,False,True,False,False,1,2,False,True,True,False,True,,,,,3,3.333333333333333,True,True,True,0,True,True,True,False,1,False,False,False,False,False,False,False,False,True,False,0,1,0
32,J,False,45.0,True,True,X,Spouse,0.0,False,True,False,False,True,True,employed,irregular_seasonal,2.0,True,False,False,False,False,False,0,1,False,True,True,False,True,,,,,3,5.0,False,False,False,0,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,1,1,2
33,F,False,23.0,True,True,Q,Spouse,,False,True,True,False,True,False,housewife_or_student,not_working,2.0,True,False,False,True,False,False,0,1,False,True,False,False,True,,,,,2,1.5,False,False,False,2,True,False,False,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0
34,I,False,47.0,False,True,Q,Head,2.0,False,True,True,False,False,True,employed,self_employed,5.0,True,True,False,True,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,1,True,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
35,D,False,30.0,False,True,X,Head,1.0,True,True,True,True,True,True,employed,irregular_seasonal,5.0,True,False,False,False,False,False,2,2,False,False,False,False,False,,,,,1,2.0,True,True,True,1,False,True,False,True,2,False,False,True,False,True,False,False,False,False,False,0,0,0
36,F,False,17.0,True,True,X,Father/Mother,2.0,True,True,True,True,True,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,1,1.0,False,False,False,2,True,True,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
37,C,False,32.0,False,True,P,Head,2.0,True,True,True,True,False,True,employed,salaried,1.0,True,True,False,False,False,False,3,2,False,True,True,True,False,,,3.0,,0,0.0,True,True,True,2,False,True,True,True,2,False,False,False,False,False,False,False,False,False,False,1,0,8
38,G,False,37.0,False,True,X,Head,2.0,True,True,True,False,True,True,employed,self_employed,5.0,True,True,False,True,False,False,1,2,True,True,True,True,True,,,,,0,0.0,True,False,True,3,True,True,True,True,2,True,True,True,False,True,True,True,False,False,False,3,0,9
39,A,False,26.0,True,True,Q,Spouse,2.0,True,True,True,True,True,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,1,4.0,False,False,False,0,True,True,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
40,D,False,33.0,True,True,X,Spouse,1.0,True,True,True,True,True,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,2,2,False,False,True,False,False,,,,,1,4.0,True,True,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
41,A,True,35.0,False,True,Q,Head,2.0,True,True,True,True,True,True,employed,irregular_seasonal,5.0,False,True,False,False,False,False,2,2,True,True,False,False,False,,,,,1,4.0,False,False,False,2,True,False,False,False,2,False,False,False,True,True,False,False,True,False,False,1,0,1
42,F,False,30.0,False,True,Q,Head,2.0,False,True,True,False,False,True,employed,irregular_seasonal,4.0,True,False,False,False,False,False,3,2,False,False,False,False,False,,,,,2,1.0,False,False,False,2,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
43,J,False,23.0,False,True,X,Son/Daughter,1.0,False,True,True,True,True,True,employed,irregular_seasonal,3.0,True,False,True,False,False,False,0,1,False,False,True,False,False,,,,,3,5.0,False,False,False,0,True,False,False,False,1,False,False,False,False,False,False,False,False,False,True,1,0,3
44,G,True,31.0,True,True,X,Spouse,3.0,True,True,True,True,False,True,employed,self_employed,5.0,False,True,False,True,False,False,0,0,True,False,True,True,True,,,,,0,0.0,False,False,False,3,True,True,True,True,2,True,True,True,False,True,True,True,False,True,False,2,1,4
45,C,False,34.0,True,True,P,Spouse,0.0,False,True,False,True,False,False,housewife_or_student,not_working,2.0,False,True,True,False,False,False,0,0,False,False,False,False,False,,,,,2,4.5,False,False,False,0,True,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,0,1
46,G,True,22.0,False,False,X,Head,1.0,False,True,True,False,True,True,employed,salaried,5.0,False,False,False,False,True,False,1,2,True,True,True,False,False,,,,,0,0.0,False,False,False,3,True,True,False,True,2,False,False,True,True,True,False,True,True,False,False,2,0,5
47,D,False,51.0,True,True,X,Head,1.0,True,False,True,False,False,True,employed,irregular_seasonal,5.0,False,False,False,True,False,False,2,2,False,True,True,False,False,,,,,2,3.0,True,True,False,1,True,False,False,False,2,False,False,False,False,False,False,False,False,True,False,0,1,0
48,D,False,29.0,True,True,X,Other,1.0,True,True,True,True,False,True,employed,self_employed,4.0,False,False,False,False,False,False,0,0,False,False,False,True,False,,,,,3,3.0,False,False,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
49,C,False,67.0,False,True,P,Father/Mother,1.0,True,True,True,True,True,False,other,other,5.0,True,False,False,True,False,False,0,0,False,False,False,False,False,,,,,2,4.0,False,False,False,1,False,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,1
50,G,False,38.0,True,True,X,Spouse,1.0,False,True,True,True,True,True,employed,self_employed,2.0,True,False,False,True,False,False,0,0,True,True,True,False,True,,,,,0,0.0,False,False,False,3,True,False,False,True,2,False,True,True,False,True,False,True,False,True,False,2,1,4
51,J,False,60.0,True,False,X,Head,0.0,False,True,False,True,True,True,employed,irregular_seasonal,3.0,True,True,False,False,False,False,1,2,True,False,True,False,False,,,,,1,5.0,True,False,False,1,False,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,3
52,F,True,19.0,False,False,Q,Son/Daughter,2.0,True,True,True,False,False,False,unemployed,not_working,2.0,False,False,False,True,False,False,3,2,False,True,False,False,False,,,,100.0,3,1.3333333333333333,True,True,True,0,True,True,True,False,1,True,False,False,False,False,False,False,False,True,False,0,3,0
53,I,False,15.0,True,False,P,Son/Daughter,0.0,False,True,False,True,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,0,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
54,G,True,64.0,False,True,X,Head,1.0,False,False,False,False,False,True,employed,salaried,5.0,False,False,False,False,True,False,0,0,True,False,True,True,False,,,,,0,0.0,False,False,False,1,True,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,4
55,G,False,29.0,False,True,X,Head,1.0,False,True,True,False,True,True,employed,irregular_seasonal,3.0,True,False,False,False,True,False,2,2,True,False,False,False,False,,,,,1,3.0,False,False,True,2,False,False,True,False,2,True,True,True,False,True,True,True,False,False,False,2,0,3
56,C,False,56.0,False,True,P,Head,0.0,False,True,True,True,True,False,other,other,5.0,False,False,False,True,False,False,0,0,False,False,False,False,True,,,,,0,0.0,False,False,False,0,False,False,False,False,0,False,True,False,False,True,True,False,False,False,False,1,0,1
57,I,False,60.0,True,True,Q,Spouse,1.0,True,True,True,False,False,False,housewife_or_student,not_working,2.0,False,True,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
58,D,True,35.0,True,True,X,Spouse,1.0,True,True,True,True,False,True,employed,self_employed,2.0,False,False,False,True,False,False,1,2,False,False,False,False,True,,,,,1,2.0,False,True,False,0,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
59,F,False,45.0,False,True,Q,Head,,False,True,True,False,False,True,employed,self_employed,5.0,True,False,False,True,False,False,0,0,False,False,True,False,False,,,,,1,2.0,False,False,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
60,J,True,46.0,False,False,O,Head,0.0,False,True,False,False,False,True,employed,irregular_seasonal,5.0,True,False,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,0,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
61,F,False,24.0,True,True,X,Spouse,2.0,True,True,True,True,False,True,employed,self_employed,2.0,False,True,False,False,False,False,0,0,False,False,True,False,True,,,,,3,1.6666666666666667,False,False,False,1,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
62,A,False,61.0,True,True,Q,Sister/Brother,0.0,False,False,False,False,True,False,retired_or_disabled,not_working,2.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,1,4.0,False,False,False,0,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,0,0,0
63,I,False,43.0,True,True,Q,Spouse,0.0,False,False,False,False,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,0,1,0
64,D,False,24.0,True,True,X,Head,1.0,True,True,True,False,True,True,employed,irregular_seasonal,2.0,True,False,False,True,False,False,0,0,False,False,False,True,True,,,,,3,2.333333333333333,False,False,False,0,True,True,False,True,0,False,False,True,False,True,False,False,False,False,False,0,0,0
65,I,False,30.0,True,True,Q,Spouse,0.0,False,True,False,False,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,1,2,False,False,True,False,False,,,,,1,5.0,True,True,True,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
66,F,False,25.0,True,False,X,Son/Daughter,2.0,True,True,True,False,False,False,unemployed,not_working,1.0,False,True,False,False,False,False,0,0,True,True,False,False,False,,,,,3,1.3333333333333333,False,False,False,2,True,True,True,False,2,True,True,False,False,True,True,False,False,False,False,1,0,2
67,G,True,49.0,False,True,X,Head,2.0,True,True,True,True,True,False,unemployed,not_working,5.0,True,True,False,False,False,False,1,2,True,False,True,True,True,,,,,1,1.0,False,False,False,0,True,True,True,True,0,False,True,True,False,True,False,False,False,False,False,1,0,3
68,I,True,17.0,False,False,Q,Son/Daughter,2.0,True,False,False,False,False,False,housewife_or_student,not_working,2.0,False,True,True,False,False,False,0,0,False,False,False,False,False,,,,,1,4.0,False,False,False,1,True,True,True,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0
69,A,False,24.0,True,True,Q,Spouse,2.0,True,True,True,False,False,False,housewife_or_student,not_working,1.0,True,False,False,False,False,False,1,2,False,False,True,False,False,,,,,1,4.0,True,True,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
70,A,True,31.0,True,True,Q,Spouse,2.0,True,True,True,False,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,2,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
71,G,True,57.0,False,False,X,Head,2.0,True,True,True,True,True,True,employed,salaried,5.0,False,True,True,False,False,True,1,2,True,False,False,True,True,,,,,1,2.0,False,False,True,2,True,True,False,True,2,False,True,True,False,True,True,True,False,False,False,2,0,6
72,F,True,30.0,True,True,Q,Father/Mother,0.0,False,True,True,True,True,True,employed,self_employed,2.0,False,False,False,True,False,False,0,0,False,False,False,False,True,,,,,0,0.0,False,False,False,2,True,False,False,False,2,False,False,False,False,False,False,False,False,True,False,0,1,0
73,D,False,30.0,True,True,Q,Spouse,1.0,True,False,True,False,False,True,employed,self_employed,1.0,False,True,False,False,False,False,0,0,False,False,False,False,False,,,,,1,5.0,False,False,False,0,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,0
74,C,False,70.0,True,False,P,Head,0.0,False,False,False,False,False,False,retired_or_disabled,not_working,1.0,False,False,True,False,False,False,0,0,False,False,False,True,False,,,,,1,4.0,True,True,False,0,False,False,False,False,0,False,True,False,False,True,True,False,False,False,False,1,0,1
75,D,True,20.0,False,False,X,Son/Daughter,2.0,True,True,True,False,True,True,employed,irregular_seasonal,2.0,False,True,False,False,False,False,1,2,True,True,True,True,False,,,,,2,4.5,False,False,False,3,True,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,4
76,D,True,22.0,False,False,X,Other,1.0,True,True,True,True,True,True,employed,irregular_seasonal,2.0,True,True,False,True,False,False,2,2,True,True,True,False,True,,,,,2,3.0,True,False,False,1,True,True,True,True,2,False,False,True,False,True,False,True,False,False,False,1,0,5
77,D,True,40.0,True,True,X,Spouse,1.0,True,True,True,True,False,False,retired_or_disabled,not_working,2.0,False,False,False,False,False,False,2,2,True,False,True,False,False,,,,,1,5.0,True,True,False,3,True,False,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,4
78,C,True,42.0,False,True,Q,Spouse,1.0,True,True,True,False,False,False,housewife_or_student,not_working,4.0,False,False,False,False,True,False,1,2,False,False,False,False,False,,,,,1,4.0,False,False,True,2,True,False,False,False,2,False,True,False,False,True,True,False,False,False,False,1,0,0
79,G,False,42.0,True,False,X,Head,2.0,True,True,True,False,False,True,employed,self_employed,5.0,False,True,False,True,False,False,0,1,True,True,True,True,True,,,,,1,4.0,False,False,False,3,True,True,True,True,2,True,True,True,False,True,True,True,False,True,False,2,1,5
80,J,True,40.0,True,True,X,Head,1.0,False,True,True,False,False,True,employed,self_employed,4.0,True,True,False,True,False,False,0,0,False,False,True,False,True,,,,,1,2.0,False,False,False,1,True,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,4
81,A,False,20.0,True,True,Q,Son/Daughter,3.0,True,True,True,False,False,False,housewife_or_student,not_working,1.0,True,True,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,3,True,True,True,False,2,True,False,False,False,False,False,False,False,True,True,1,1,1
82,A,False,56.0,False,True,Q,Head,2.0,True,True,True,True,True,True,employed,self_employed,,False,False,False,False,False,False,1,2,True,False,False,False,False,,,,,1,2.0,False,False,False,1,True,False,False,False,2,False,True,False,False,True,True,False,False,False,True,2,0,1
83,D,False,62.0,True,False,X,Other,1.0,True,True,False,True,True,True,employed,self_employed,2.0,False,True,False,True,False,False,0,1,False,False,False,False,True,,,,,4,5.0,False,False,False,1,True,True,False,False,2,False,False,True,False,True,False,False,False,False,False,1,0,4
84,J,True,34.0,True,True,X,Spouse,1.0,True,True,True,True,True,True,employed,self_employed,4.0,False,True,False,True,False,False,2,2,False,False,False,False,True,,,,,0,0.0,False,True,True,1,True,True,False,False,2,False,False,True,False,True,False,True,False,False,False,1,0,2
85,C,True,18.0,True,False,P,Son/Daughter,2.0,True,True,True,False,False,False,housewife_or_student,not_working,1.0,False,False,True,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,0,True,True,False,False,1,False,True,False,False,True,False,False,False,False,False,1,0,1
86,A,False,23.0,False,False,Q,Son/Daughter,1.0,True,True,True,True,False,False,unemployed,not_working,1.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,3,True,True,True,True,2,True,False,False,False,False,False,False,False,False,True,1,0,1
87,C,True,26.0,True,True,P,Other,1.0,True,True,True,True,False,False,housewife_or_student,not_working,1.0,False,True,False,False,False,False,0,0,True,False,False,False,False,,,,,1,5.0,False,False,False,1,True,False,False,False,2,False,True,False,True,True,True,False,True,False,False,2,0,2
88,A,True,30.0,True,True,Q,Spouse,2.0,True,True,True,True,False,False,housewife_or_student,not_working,5.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,0,0.0,False,False,False,3,True,False,False,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0
89,J,False,21.0,False,False,Q,Head,0.0,False,True,True,False,True,True,employed,irregular_seasonal,5.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,2,1.0,False,False,False,0,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,0,0,0
90,I,False,50.0,False,True,Q,Head,0.0,False,True,False,True,False,True,employed,irregular_seasonal,2.0,True,False,False,False,False,False,0,0,False,False,True,False,False,,,,,0,0.0,False,False,False,1,True,True,True,True,2,True,False,False,False,False,False,False,False,False,False,0,0,0
91,A,False,26.0,True,True,Q,Spouse,,True,True,True,False,False,False,housewife_or_student,not_working,1.0,True,False,False,False,False,False,1,2,False,False,False,False,False,,,,,1,4.0,True,False,False,3,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
92,D,False,30.0,True,True,X,Spouse,1.0,True,True,True,True,True,True,employed,self_employed,3.0,True,False,False,True,False,False,0,0,False,False,True,False,True,,,,,3,3.0,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,0,0,8
93,A,False,30.0,True,True,Q,Spouse,2.0,True,True,True,True,True,False,housewife_or_student,not_working,1.0,False,False,False,False,False,False,0,0,False,False,False,False,False,,,,,1,4.0,False,False,False,2,True,False,False,False,2,False,False,False,False,False,False,False,False,False,False,0,0,0
94,D,False,21.0,False,False,Q,Head,1.0,False,True,True,True,True,True,employed,irregular_seasonal,5.0,False,False,False,False,False,False,2,2,False,False,True,False,False,,,,,1,4.0,False,True,False,2,True,False,False,False,2,True,False,True,False,True,False,False,False,False,False,0,0,0
95,G,True,22.0,True,True,X,Spouse,2.0,True,True,True,True,True,False,housewife_or_student,not_working,2.0,False,False,False,False,False,False,1,2,True,False,True,False,False,,,,,0,0.0,True,True,True,1,True,True,True,True,2,True,False,True,False,True,False,True,False,False,False,1,0,2
96,J,False,26.0,True,False,X,Son/Daughter,2.0,True,True,False,True,False,False,other,other,2.0,True,True,False,False,False,False,0,0,False,True,True,False,True,,,,,0,0.0,False,False,False,2,True,True,True,True,2,True,False,True,True,True,False,False,True,True,False,1,1,3
97,F,True,40.0,True,True,X,Father/Mother,0.0,False,True,True,False,False,True,employed,self_employed,2.0,True,False,False,True,False,False,0,0,False,False,False,False,True,,,,,0,0.0,False,False,False,1,True,True,False,False,2,True,False,False,False,False,False,False,False,False,False,0,0,0
98,C,False,35.0,False,True,P,Head,1.0,True,True,True,True,True,True,employed,irregular_seasonal,2.0,False,False,False,True,False,False,0,0,True,False,False,True,False,,,,,0,0.0,False,False,False,3,True,False,False,False,2,False,True,False,False,True,False,False,False,False,False,1,0,1
